date, value
2023-10-09,33604.6500
2023-10-10,33739.3000
2023-10-11,33804.8700
2023-10-12,33631.1400
2023-10-13,33670.2900
2023-10-16,33984.5400
2023-10-17,33997.6500
2023-10-18,33665.0800
2023-10-19,33414.1700
2023-10-20,33127.2800
2023-10-23,32936.4100
2023-10-24,33141.3800
2023-10-25,33035.9300
2023-10-26,32784.3000
2023-10-27,32417.5900
2023-10-30,32928.9600
2023-10-31,33052.8700
2023-11-01,33274.5800
2023-11-02,33839.0800
2023-11-03,34061.3200
2023-11-06,34095.8600
2023-11-07,34152.6000
2023-11-08,34112.2700
2023-11-09,33891.9400
2023-11-10,34283.1000
2023-11-13,34337.8700
2023-11-14,34827.7000
2023-11-15,34991.2100
2023-11-16,34945.4700
2023-11-17,34947.2800
2023-11-20,35151.0400
2023-11-21,35088.2900
2023-11-22,35273.0300
2023-11-24,35390.1500
2023-11-27,35333.4700
2023-11-28,35416.9800
2023-11-29,35430.4200
2023-11-30,35950.8900
2023-12-01,36245.5000
2023-12-04,36204.4400
2023-12-05,36124.5600
2023-12-06,36054.4300
2023-12-07,36117.3800
2023-12-08,36247.8700
2023-12-09
2023-12-10
2023-12-11
2023-12-12
2023-12-13
2023-12-14
2023-12-15
2023-12-16
2023-12-17
2023-12-18
2023-12-19
2023-12-20
2023-12-21
2023-12-22
2023-12-23
2023-12-24
2023-12-25
2023-12-26
2023-12-27
2023-12-28
2023-12-29
